,SITE_NAME,BIAS_LSTM,BIAS_CLSTM,KGE_LSTM,KGE_CLSTM,R_LSTM,R_CLSTM,BETA_LSTM,BETA_CLSTM,GAMMA_LSTM,GAMMA_CLSTM,R2_LSTM,R2_CLSTM,RMSE_LSTM,RMSE_CLSTM,MAPE_LSTM,MAPE_CLSTM
0,DE-Geb,-1.003066311438424,-0.4373501183755053,0.8342527493397193,0.9042351223308925,0.8433508026921132,0.9083571035179139,1.0516989593599042,1.0225414269606168,1.0161368424835726,1.0162596245323177,0.5314516988564693,0.7834735621417968,1.911516823393878,1.2994405241195786,7.9167715560086265,5.083781283609652
1,NL-Hor,-1.4573792106119754,-0.4031559084065748,0.8434227811637185,0.9462407434686649,0.9733424913215294,0.9882867890609013,1.0188413756160193,1.0052121039238073,0.846863442462428,0.9477918366058956,0.9287221984136249,0.9749524203322609,4.841701980240472,2.8701446774387827,4.9460110456593664,2.3704227263428055
2,CH-Cha,0.8413539835298991,0.2702877932504535,0.8957952428813086,0.876074695738543,0.8997236472802457,0.9062695133463645,0.984738508464201,0.9950971945819818,0.9761175510574894,0.9190800432093517,0.7705951958576338,0.8176303764761712,2.150147592031983,1.9170933848491583,2.5904140581365342,2.3719360510372933
3,AU-Tum,1.5341225423310902,0.7359055157711616,0.8033547343643483,0.865380705341585,0.9025795427752779,0.9178382100516739,0.947080974738493,0.9746151943507706,0.8375863559413371,0.8964268065136197,0.7163201543341726,0.8206000214780406,2.78015664496075,2.210885334230444,6.859326308838404,5.022231811657973
4,US-MMS,-0.36814166481349986,-0.26916463061788676,0.947621550447052,0.9606130697356839,0.9518661714430676,0.9656575108778575,1.010409568675782,1.0076108954114926,0.9821596691172293,0.9822800116372233,0.9019132206595959,0.9305802898362563,2.3085703927456525,1.9421344065471469,5.469032111541815,4.277756988744297
5,DE-Obe,-1.367018412083219,-0.43266669263567437,0.9178588866056328,0.9352349943413047,0.9364099982609073,0.9438194156193884,1.0477545001838617,1.0151144867328703,0.9794334762130776,1.0284569883758927,0.7984229239968209,0.8737085773941571,2.3135458588824074,1.8312366411932322,6.835717681810005,5.16809095606667
6,CN-Cng,-1.694896741867062,-1.8517145500183076,0.7541799917876747,0.7625682203112578,0.92467440793234,0.9102752598356781,1.0500353292161262,1.0546647738684036,0.7714174165702951,0.7870796310670943,0.8346370046282814,0.8135331585632375,8.100654575457595,8.602045898629884,21.398750820304073,20.517462818273643
7,CH-Dav,2.0677779685804616,0.8961684927029125,0.38196683347353944,0.6944060663228647,0.5374232978773212,0.8941101256271748,0.9371634294393184,0.9727668272021271,0.5949822781899504,0.714634723372072,-0.16028494934871218,0.6755759774927174,3.325119930460644,1.7582534855750924,8.786218552146554,3.756892550513493
8,AU-Fog,-0.09973876953124261,0.1753054809570358,0.905925488928884,0.9841289523704745,0.9574689159757832,0.9953255334690319,1.0010285793645421,0.998192121267878,1.0839050805939985,0.9849410793879685,0.8997813310978438,0.9883743763897791,1.19672648670869,0.40759487740881056,0.9350641485686049,0.34136757460844
9,AU-ASM,-0.5128796304798122,0.10346366032600418,0.6799792356832866,0.6491217407278234,0.7426588602200077,0.7599667977569832,1.11911947734917,0.9759699227455461,0.8516781287650116,0.7452017071525385,0.4614205347064212,0.5746172391560687,1.758308843611341,1.5626445724096059,18.140207258221672,10.387610331857351
10,DE-Gri,-0.6345862789639511,0.045138289489749184,0.805788572417696,0.8750728635066204,0.8661568602820727,0.9012101087523968,1.0162821862569822,0.998841843794679,0.8602180878486173,0.9235408246583426,0.7411299231850157,0.8116819241870908,3.397213347332439,2.8975297214111824,6.721312841600875,5.1956288239104165
11,US-Ton,0.5568345872577858,0.10407974941855969,0.954626155552509,0.9600314341296974,0.9709225250154423,0.9758067600283552,0.9662114071641154,0.9936844650888459,0.9915373052377897,0.9688184763651755,0.9403891609224317,0.9519524426103216,2.9421190268740096,2.641394555014202,13.112285766247178,7.979029745445559
12,CA-Qfo,0.21263720624542337,-0.07265896494293145,0.7994080346779875,0.8887160009260423,0.8908694209864774,0.9358589921173442,0.9865302063808397,1.0046026811565305,0.8322316539517124,0.9091766831487584,0.7856160776134785,0.8749576963829659,1.7532194652797068,1.3389632600056467,9.432702393964512,6.5277998664639565
13,US-GLE,0.509817101264364,0.21830097624558675,0.899146912556134,0.9705416270022049,0.9402015507086079,0.9766213944791918,0.9799281311145788,0.9914053323007525,0.9213068567869389,0.9842720557376632,0.8787759577540295,0.9530910065847541,2.8775284755260784,1.7900011342077489,9.162755975666029,4.3300050471111815
14,BE-Vie,-0.12874583146314933,-0.04064525432880117,0.9447515136001687,0.9626352446879407,0.9467283577438975,0.9633262360768424,1.0037704121834763,1.001190324846872,0.9858468599675946,0.9929471207299796,0.8925172466149316,0.926855024483504,0.9576953691939167,0.7900421192074161,1.8823895326834879,1.3048908077012338
