,SITE_NAME,BIAS_LSTM,BIAS_CLSTM,KGE_LSTM,KGE_CLSTM,R_LSTM,R_CLSTM,BETA_LSTM,BETA_CLSTM,GAMMA_LSTM,GAMMA_CLSTM,R2_LSTM,R2_CLSTM,RMSE_LSTM,RMSE_CLSTM,MAPE_LSTM,MAPE_CLSTM
32,FR-Gri,-0.19604021474202327,0.6384481622992624,0.8009565451543734,0.836645155796945,0.8053771833731355,0.9254790695080977,1.0065278176819998,0.9787407231297833,0.9587975272414453,1.1438036132723406,0.6177309559968176,0.7615562578397442,1.6488147788494776,1.3022077353924897,4.274254952475193,3.386377675452676
33,FR-LBr,0.7724260520629898,1.4715867500000002,0.7484394090144013,0.7603609647570377,0.8327742204998565,0.7872407326243073,0.9773108610319194,0.9567738087223226,1.1865568883222493,1.101448793711714,0.5810053532140846,0.528095787720771,6.640244348984666,7.047040228813884,14.087994722236594,12.657386797204872
34,DE-Tha,4.467752765325926,-0.4203540660339371,0.4910881085356211,0.5086453265015465,0.5261831923734511,0.6812176396291619,0.825407304729307,1.0164267705067396,0.9367043694829363,0.6264529707039717,-0.15154302672554532,0.4588271092025368,7.9095539985263885,5.422254864298373,24.058351342562165,19.178743130296336
35,AU-DaP,-0.8254078682490764,-0.6214093884059366,0.5578149573740068,0.5659738722772515,0.6192377689279902,0.6034002786461851,1.096468011449286,1.0726260680342197,0.7969195773142145,0.8393363923909062,0.2860800879030724,0.25748292650099736,3.8641239332541484,3.9407557834036187,33.313897967222786,30.636607080747662
36,CA-SF1,1.3181903409576456,0.0980026483154326,0.753762267847598,0.7933441222529592,0.7636424725573246,0.7934796041416993,0.9557113049063933,0.9967072969094471,0.9470221608250339,0.9932816662565739,0.5196453567799367,0.5907448185469379,4.380409518865083,4.043252007072482,12.399472783725882,10.51133850939453
37,US-WCr,1.0605488873984612,0.5981855541298557,0.244753305127406,0.49751419220635396,0.5182777664437777,0.7219275468667713,0.9700886687306348,0.983128994351201,0.419098483325034,0.5818097717414962,0.2226420744663936,0.48804517020692295,5.109598893410214,4.146599738487539,10.90674371691553,8.258465450616526
38,AU-DaS,0.4948391419516689,-0.144276755862764,0.5886248746461176,0.7092901200259348,0.6015470158700187,0.740663635923519,0.9022872377558248,1.0284894203950343,0.9697191596475824,0.8717610140882217,0.25536442325098296,0.5215694954827489,2.396921796990713,1.921283287492439,25.072694784236997,23.031859128519265
39,IT-Lav,1.0592754465738992,0.22940500132243358,0.3458643942443913,0.47022250435531177,0.5343657144078647,0.5550904059606984,0.9735089523483397,0.9942628908833696,0.541332007664938,0.7124469899265088,0.20254619139335595,0.2807436021356443,3.2844568838721226,3.119267811669786,6.678597549219532,6.161126125799862
40,DE-Hai,-1.8592219046529088,-2.4888491769409136,0.4805705963249962,0.6015498388447253,0.6821583912684434,0.6872708390111583,1.0594484489767202,1.0795807229550394,0.5934910836459201,0.7662695755237828,0.4060492262467248,0.35160581484956854,6.031281743185109,6.301645176240134,17.901850858580403,18.116501941986492
41,ZA-Kru,-0.2487143790384927,-0.1548086751759845,0.3589979528570557,0.3688101629792613,0.41564797372521245,0.5541952429066007,1.0322257157623607,1.0200584316156358,0.7385084378539167,0.5536185619537,0.04514009265002061,0.3041350537748976,2.815667108116255,2.4036651019618986,25.09107642925989,23.112336568535337
42,US-SRM,-0.6373290758946739,0.11236717788187622,0.34078333417994366,0.4585460440820409,0.49608347443804984,0.5627427751310077,1.1348469411885695,0.976225201704328,0.5969478318969483,0.6815455061628509,0.14077107351671536,0.30390117611110923,2.1950332601515,1.9757050528365825,50.985413386244815,33.72254049074277
43,US-Var,-1.1213023935546875,-0.4867349477996825,0.6465203695232723,0.68845888994434,0.8635655453910497,0.8684332563605046,1.1167044589537136,1.0506590720427778,0.6955109886747254,0.722184029180148,0.725524383412037,0.7397623870335704,5.218574739186701,5.081419576347677,236.80421180936847,193.8264916301663
44,CA-SF3,-0.2398329043361116,-1.1608996122196746,0.7558961002577211,0.7728692420265644,0.817651889757841,0.8173671586059332,1.0156532807832763,1.075768951060211,0.8384733602119395,0.8882292859593695,0.6664115501040955,0.6257879468757268,4.400896130051048,4.661165267691993,25.552800837758618,29.272799902134533
45,NL-Loo,-0.32823639639718305,-0.11311622071765814,0.6088772985088737,0.5362311600248513,0.6162065547021972,0.5881618175588162,1.042189732022147,1.0145393475306779,0.937553338919854,0.7872573014441635,0.22735910251410585,0.2989817410314898,1.940740097476378,1.8486010593036517,22.278346670216912,21.26347163010127
46,IT-CA1,0.9788820122528108,-2.1471326495361325,0.3277459156667262,0.07734971846736471,0.33013792854709006,0.23501623866518884,0.9742116171501348,1.0565656311001688,0.9495488509390148,0.48727812969940976,-0.26496631940689475,-0.1194063060294317,7.7804033870204705,7.319080227392305,16.883278754525605,18.002417419550515
47,US-Wkg,2.4650697710367844,1.495129750157675,0.4460973674666331,0.42623116847492615,0.5167437827977269,0.5859603629339475,0.7481316181913388,0.8472351918023735,0.9008341131848759,0.6333328971066501,-0.00640561847798593,0.24941426082454865,4.9586316814318465,4.282284124986041,30.537329411839202,27.79953186093841
48,US-Blo,0.6406818628474689,-1.9323184265245672,0.7454038492461544,0.8722683589019555,0.8343399981701998,0.922373427813946,0.9694276203700455,1.0922073433437116,0.8091039723404717,0.9577236086954208,0.6883926405646043,0.7878759998185892,4.943741562143264,4.078935244582768,21.086482268415676,16.979699598282096
49,IT-Cpz,-1.3652717572021498,-0.40381087596893295,0.7519107965123257,0.8581902331237761,0.9154484041112436,0.936159628460706,1.0913951016310153,1.0270322269937833,0.7854161797393161,0.8762919742014672,0.7169458287785608,0.8647886687253057,2.1171554007274405,1.4632701103023635,13.62123122643174,8.770340327243407
50,US-Me2,-2.5663170901828316,0.11845780453152344,0.7040783438354272,0.9298802457231535,0.8861251517214589,0.9392923984729704,1.1331114918047218,0.9938557494950946,0.7614974292250828,1.0345487372043276,0.6843399532485784,0.8741532536369918,4.551875366257829,2.87409785054292,24.261560289987813,10.642441893629115
51,US-AR2,1.4003932815297446,1.0726188235982264,0.11657098829525614,0.5196375664782169,0.2929236104517278,0.6331028843843198,0.8722277452952191,0.9021339738361033,0.48603108168620035,0.7057946040352912,-0.49584574497492895,0.069640721918108,2.279640219068002,1.7978284629043022,18.949376350036097,13.226375196631125
52,SD-Dem,0.19024585056304844,-0.24706817658742253,0.6007475665625361,0.4122891771523327,0.6381389238102448,0.4862732355401195,0.9784832357210904,1.0279433569810752,0.8326796605325745,0.7159084802911343,0.3588595132489235,0.14519042412139394,1.1626830013106866,1.342515816890147,8.000862894942774,8.911061277158156
53,DE-Kli,-4.509870705827986,-1.2983265109252926,-0.1691687687482919,0.2611783997554247,-0.06728473565289096,0.31772002255846477,1.130681598964369,1.0376213411631272,0.540890838088749,0.7190444446902307,-0.8959866832141816,-0.11899826602723662,9.365302276276626,7.194802298878707,25.408069497554287,18.026717314769385
54,IT-Tor,1.645510296732585,1.2935256580946195,0.36400957471721074,0.48570204564366315,0.6097342260861789,0.5011206274568025,0.948228102032691,0.959302425197857,1.4994958631897686,1.118175568165515,-0.5876607231853319,-0.2608550571203363,3.7862087219073635,3.3741025915748115,8.897011821660572,7.370720579556594
55,AU-How,-0.5484167836507172,0.9968663126627604,0.6824378934910086,0.593885568998805,0.7052552552301239,0.6897571141202511,1.0466420125574687,0.9152180377051573,0.891391760968343,0.7520276190825571,0.43279412279193785,0.433676015727286,3.6596126281517654,3.656766534594114,24.577500250211447,21.07347455530495
56,US-SRG,-0.4809574760225077,0.10156099770863847,0.4785446022176193,0.5184835143010043,0.5408582595330419,0.5497210744222233,1.0635089452123105,0.9865891847808939,0.7611041902515386,0.8299201210736757,0.20704743888849608,0.22920006742014687,3.707626040188166,3.6554694158244896,46.70929451659012,40.85452447482343
57,BE-Lon,1.4614220228271435,1.6034892530517482,0.46928671656171816,0.6619031144824583,0.5983369206604054,0.7044049548400289,0.9584058066098817,0.9543623668942757,0.6556262452080558,0.842360285086392,0.2925560123206016,0.4085737799450344,4.838088924664668,4.423622961855631,12.101107878007756,10.775326730229722
58,US-Syv,0.2426844750518775,0.0795574055786119,0.3759293859439409,0.6388679313801828,0.7020688715648468,0.7761754427757123,0.9878501101794716,0.9960169940331758,0.45177235183273373,0.7166220293804614,0.4241778081840011,0.5981993092929929,3.2073664107339366,2.6792282702084793,14.311078299699656,12.764320026231161
59,US-AR1,2.3208773784255996,-0.32349683002471963,0.13670801878856464,0.15757290043097794,0.14609954755847737,0.17700325294063018,0.8750433479585602,1.0174171549094633,0.9773527649651731,0.8209569461474964,-1.020582311286168,-0.4124392833250963,4.493338018880035,3.7567795477290677,17.269222090949846,15.949522569860585
60,IT-Noe,1.4271800559125616,1.1666693006460989,0.6215577691074542,0.7473963907829035,0.6825906402720273,0.7706872384098373,0.950372680075722,0.9594314183489789,0.7999826267617267,0.9021305413102678,0.426279819635924,0.5625005300809482,5.896128974564195,5.14879590901428,14.761269477494448,12.041090212123892
61,DE-Seh,-6.9171723461151124,-8.66363681793213,-0.008123539448442685,-0.7320302427324561,0.5341617688332082,-0.40754534118808267,1.3032185138023062,1.3797758605120933,0.15894926070957455,0.06484484174449788,-1.0007616563483501,-1.930680809192474,9.010348377841654,10.905062658671083,44.956030686892554,54.44608630028718
62,AU-Dry,0.2697033488627847,0.9086562560163225,0.5536000353507151,0.7612343810309756,0.608771066804851,0.8020334888764573,0.9651572813523456,0.8826115641155228,0.7878707110578343,1.0635471194927792,0.34521492903982287,0.5974502461215796,4.463998145946545,3.5001318439645703,38.53551450145748,52.38880977810514
63,AU-Cpr,0.1919069299697882,0.09156062221527161,-0.03233568666558817,0.20651320439738485,0.13347404276133434,0.475138150222744,0.9487245466771139,0.9755359933518156,0.44123299732226634,0.405405309624429,-0.0886369283424604,0.2136869244592724,1.2625787442739065,1.0730369850178278,17.30259942330003,14.579912162030393
